season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
2015/16,149484,45,41,1,11,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2016/17,149484,45,45,4,506,0,0,0,16,2,0,0,0,0,0,2,89,125.4,18.3,45.0,18.9,0,0.00,0.00,0.00,0.00
2017/18,149484,45,42,3,201,0,0,0,5,0,0,0,1,0,0,0,40,46.6,14.8,10.0,7.2,0,0.00,0.00,0.00,0.00
2018/19,149484,45,42,5,141,0,0,0,4,0,0,0,0,0,0,0,41,49.0,16.3,2.0,6.8,0,0.00,0.00,0.00,0.00
2019/20,149484,45,44,90,2902,2,2,6,53,0,0,0,7,0,0,9,537,758.0,87.3,119.0,96.6,0,0.00,0.00,0.00,0.00
2020/21,149484,50,54,128,3194,2,2,14,42,1,0,0,4,1,0,8,633,798.4,97.3,293.0,119.3,0,0.00,0.00,0.00,0.00
2021/22,149484,50,50,118,3188,1,4,11,49,0,0,0,11,0,0,12,596,667.2,130.9,309.0,110.6,0,0.00,0.00,0.00,0.00
2022/23,149484,45,47,130,3150,1,3,12,40,1,0,0,7,0,0,17,617,664.4,88.2,121.0,87.8,35,0.96,0.95,1.91,47.28
2023/24,149484,45,41,0,30,0,0,0,2,0,0,0,0,0,0,0,5,3.6,13.0,5.0,2.2,1,0.01,0.16,0.17,1.08
