season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
2015/16,172850,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2016/17,172850,45,43,19,699,1,0,1,18,0,0,0,2,0,0,0,136,137.0,48.4,88.0,27.2,0,0.00,0.00,0.00,0.00
2017/18,172850,45,44,65,1848,0,2,6,30,0,0,0,1,1,0,4,381,382.8,332.1,63.0,78.0,0,0.00,0.00,0.00,0.00
2018/19,172850,50,50,118,3240,0,5,10,43,0,0,0,4,0,0,8,578,721.0,674.6,298.0,170.0,0,0.00,0.00,0.00,0.00
2019/20,172850,55,54,114,2374,3,3,9,26,0,0,0,3,0,0,8,501,546.0,545.4,208.0,130.0,0,0.00,0.00,0.00,0.00
2020/21,172850,55,59,139,2286,3,6,12,23,0,0,0,3,0,0,11,549,545.0,535.8,408.0,148.5,0,0.00,0.00,0.00,0.00
2021/22,172850,60,56,55,541,3,1,4,2,0,0,0,0,0,0,5,161,175.8,161.1,202.0,54.0,0,0.00,0.00,0.00,0.00
2022/23,172850,60,56,70,1402,2,3,4,19,0,0,0,3,0,0,4,302,283.4,382.6,178.0,84.2,15,1.57,2.49,4.06,18.25
2023/24,172850,55,54,24,752,0,2,1,14,0,0,0,5,0,0,2,123,128.4,212.8,139.0,48.0,9,1.11,1.62,2.73,12.50
