season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
2008/09,50175,60,60,9,118,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2009/10,50175,60,59,6,141,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2010/11,50175,55,44,79,1756,6,1,9,27,0,0,0,2,0,0,11,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2011/12,50175,70,63,112,2012,9,5,11,24,0,0,0,3,0,0,12,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2012/13,50175,85,78,57,1301,1,4,4,12,0,0,0,1,0,0,2,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2013/14,50175,75,66,100,1462,9,4,4,22,0,0,0,2,0,0,16,124,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2014/15,50175,70,69,89,1709,4,7,6,19,0,0,0,3,0,0,10,328,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2015/16,50175,75,69,48,575,4,3,3,10,0,0,0,1,0,0,7,175,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2016/17,50175,75,73,37,748,2,2,3,11,0,0,0,0,0,0,0,117,144.8,89.9,321.0,55.5,0,0.00,0.00,0.00,0.00
2017/18,50175,75,73,70,1178,5,2,4,21,0,0,0,1,0,0,6,249,309.8,212.8,435.0,96.0,0,0.00,0.00,0.00,0.00
2018/19,50175,65,64,19,146,1,1,0,3,0,0,0,0,0,0,3,63,73.6,56.8,66.0,19.5,0,0.00,0.00,0.00,0.00
2019/20,50175,60,58,39,813,2,1,1,15,0,0,0,0,0,0,3,93,128.2,51.5,350.0,53.0,0,0.00,0.00,0.00,0.00
2020/21,50175,55,55,89,1541,6,4,6,18,0,0,1,0,0,0,15,286,319.8,269.7,595.0,117.7,0,0.00,0.00,0.00,0.00
2021/22,50175,60,60,89,1469,6,4,5,16,0,0,0,0,0,0,13,247,361.8,228.9,598.0,117.8,0,0.00,0.00,0.00,0.00
2022/23,50175,65,65,91,1844,6,5,6,28,0,0,0,0,0,0,5,296,378.2,390.6,782.0,155.4,21,8.59,1.65,10.24,26.45
2023/24,50175,60,57,79,1687,5,4,8,28,0,0,0,4,0,0,5,261,326.2,320.9,492.0,114.0,21,5.09,1.46,6.55,27.78
